tenure,num_of_orders,days_since_last_purchase,total_spent,avg_order_value,num_complaints,discount_used,login_frequency,preferred_category,churn
21,29,152,8040.95,277.27,6,1,10,2,1
35,18,91,7862.54,436.81,0,0,5,2,0
52,20,48,313.74,15.69,7,1,4,3,1
34,14,158,3896.8,278.34,2,1,9,0,1
41,34,15,780.83,22.97,0,1,1,3,0
51,49,175,7941.85,162.08,5,1,14,3,1
47,54,123,7398.97,137.02,7,0,10,0,1
18,31,127,9029.68,291.28,2,1,23,2,0
58,58,172,2440.4,42.08,0,0,24,3,0
11,42,98,4617.33,109.94,2,0,13,3,1
57,58,155,1926.43,33.21,4,1,13,2,0
23,82,84,3775.23,46.04,7,1,2,0,1
48,30,41,5270.21,175.67,8,1,27,0,0
22,25,96,627.97,25.12,8,1,21,0,1
17,63,68,7177.22,113.92,3,1,21,3,0
5,19,5,5478.6,288.35,7,1,15,0,1
44,72,53,8306.69,115.37,4,1,13,0,0
11,92,122,2790.63,30.33,2,1,9,3,1
30,8,136,9042.88,1130.36,4,1,21,0,1
15,95,22,9987.07,105.13,1,0,7,1,0
27,3,106,9201.05,3067.02,5,1,11,0,1
35,67,7,7801.14,116.43,0,1,4,0,0
33,86,150,8142.45,94.68,5,0,25,2,1
20,81,46,5780.07,71.36,4,1,25,3,0
16,17,30,1982.52,116.62,8,1,12,2,1
34,14,126,6802.7,485.91,6,0,23,1,1
2,9,101,7156.25,795.14,5,1,11,0,1
35,62,144,9855.31,158.96,6,0,2,2,1
40,94,79,5458.88,58.07,9,1,22,2,1
56,21,133,2786.55,132.69,4,1,16,1,1
28,76,67,6868.36,90.37,0,1,19,0,0
47,37,23,9795.82,264.75,8,0,4,2,0
39,96,74,1854.42,19.32,4,0,22,0,0
6,11,5,3327.38,302.49,3,0,29,1,0
9,20,151,5464.62,273.23,5,0,5,1,1
20,35,82,1785.12,51.0,4,1,12,0,1
1,53,25,319.98,6.04,0,0,5,1,0
8,47,8,3436.13,73.11,1,1,12,3,0
55,75,149,8667.17,115.56,3,1,14,2,0
23,52,2,530.34,10.2,7,1,1,3,1
3,8,22,4346.4,543.3,4,1,10,3,1
4,4,72,7645.79,1911.45,6,1,15,1,1
58,27,87,9536.51,353.2,1,0,17,1,0
25,44,72,9856.21,224.0,7,1,1,0,0
47,40,68,4277.5,106.94,4,1,9,3,0
38,47,64,9508.8,202.31,3,0,12,2,0
15,94,94,450.65,4.79,8,1,27,0,1
21,44,19,7484.58,170.1,5,0,7,0,0
35,48,128,6463.19,134.65,3,1,6,0,1
57,91,87,2570.27,28.24,7,0,15,1,0
53,85,82,5122.45,60.26,2,1,16,1,0
53,52,87,1382.58,26.59,9,1,8,0,1
46,84,97,8728.81,103.91,1,0,26,1,0
52,68,52,3643.19,53.58,6,1,26,1,0
14,11,175,6297.84,572.53,3,1,7,0,1
36,77,82,1671.89,21.71,3,0,28,2,0
12,73,172,2141.03,29.33,9,0,24,2,1
17,4,97,9920.37,2480.09,8,1,19,1,1
39,76,135,7555.56,99.42,1,0,4,2,0
9,73,115,9623.52,131.83,0,1,26,2,0
35,77,92,3028.93,39.34,6,0,4,1,1
13,48,1,1729.17,36.02,7,0,26,2,0
15,26,63,5080.38,195.4,2,0,24,1,0
18,77,167,4997.22,64.9,1,1,23,3,1
51,39,19,1831.97,46.97,3,1,12,0,0
33,92,31,7358.87,79.99,1,1,15,2,0
6,58,77,3681.6,63.48,1,0,25,0,0
59,19,121,1945.02,102.37,4,1,21,0,0
27,88,24,3386.64,38.48,9,1,26,1,0
23,83,69,5680.22,68.44,4,0,25,2,0
59,77,161,7292.06,94.7,7,0,10,2,0
27,77,59,4870.72,63.26,8,1,14,3,1
34,58,114,5303.39,91.44,1,1,25,2,0
56,28,161,1475.56,52.7,0,1,16,2,1
46,66,160,9155.44,138.72,2,1,14,1,0
38,10,101,9294.37,929.44,5,1,22,0,0
14,86,169,6865.92,79.84,4,0,24,3,1
36,77,12,274.55,3.57,7,1,11,2,0
53,58,119,5417.03,93.4,7,1,3,2,1
8,73,139,6329.27,86.7,1,1,3,3,1
35,97,97,9947.08,102.55,8,0,20,1,0
19,14,147,9961.06,711.5,3,0,15,2,1
30,84,57,8590.35,102.27,0,1,14,2,0
14,15,42,731.93,48.8,1,1,7,3,0
59,96,98,9537.44,99.35,5,1,26,0,0
20,33,31,6165.35,186.83,4,1,20,2,0
49,17,2,8028.78,472.28,6,0,19,2,0
25,24,166,4131.21,172.13,8,1,7,0,1
40,30,32,3264.73,108.82,5,1,10,2,0
24,62,138,4686.12,75.58,5,1,20,0,1
14,13,105,1554.06,119.54,1,0,23,1,1
26,62,136,3634.95,58.63,6,0,16,0,1
38,47,75,8590.41,182.77,1,0,2,0,0
23,16,105,475.71,29.73,6,0,6,2,1
22,66,148,1593.69,24.15,7,0,11,2,1
48,81,148,1338.65,16.53,0,1,0,3,0
57,96,127,4090.45,42.61,8,0,10,2,1
19,43,9,9970.17,231.86,7,1,4,2,0
46,8,15,1816.24,227.03,8,1,5,0,0
51,3,97,1540.28,513.43,4,1,13,1,0
3,12,105,9159.05,763.25,3,0,27,2,1
42,84,63,8832.3,105.15,0,0,28,0,0
19,16,21,419.18,26.2,8,0,16,3,1
9,78,5,7541.89,96.69,3,1,22,3,0
28,80,125,6589.11,82.36,3,1,24,1,1
20,59,163,7700.63,130.52,3,0,24,1,1
45,49,85,4995.57,101.95,1,0,2,1,0
7,63,113,9914.65,157.38,3,0,3,0,1
14,62,176,534.09,8.61,1,1,29,2,1
9,49,80,2420.28,49.39,7,1,0,0,1
59,51,116,4025.81,78.94,6,0,28,3,0
55,33,163,4552.8,137.96,9,1,3,3,1
57,30,97,9221.54,307.38,1,1,13,2,0
19,59,21,5644.04,95.66,1,0,20,1,0
47,76,80,546.6,7.19,1,1,6,3,0
52,15,39,4137.84,275.86,0,1,20,1,0
14,82,162,4223.26,51.5,5,1,23,0,1
56,92,121,9658.36,104.98,5,0,6,1,0
38,23,124,6032.05,262.26,0,1,0,0,0
53,78,143,6392.95,81.96,0,1,27,2,0
36,94,6,7161.21,76.18,5,0,1,1,0
40,97,56,7723.39,79.62,5,0,22,2,0
17,45,49,6387.01,141.93,3,1,2,1,1
30,62,92,2448.22,39.49,2,1,17,3,0
9,79,129,8753.05,110.8,8,1,10,2,1
33,71,65,7347.99,103.49,5,0,11,1,0
56,15,28,7444.52,496.3,0,0,13,2,0
52,46,100,9965.91,216.65,2,1,8,1,0
25,64,148,8045.01,125.7,0,0,27,0,0
14,46,176,8308.6,180.62,2,0,9,2,1
11,56,72,9518.91,169.98,1,0,12,3,0
53,44,65,1596.23,36.28,4,0,23,2,0
35,75,51,5027.5,67.03,2,0,23,0,0
41,29,171,5847.61,201.64,6,0,2,0,1
59,95,49,3359.83,35.37,7,1,26,3,0
14,62,153,8410.09,135.65,6,1,25,0,1
30,89,74,7647.95,85.93,1,1,8,3,0
41,52,169,7236.74,139.17,9,0,23,1,1
4,54,12,9971.78,184.66,9,1,27,0,0
59,88,104,2667.88,30.32,6,1,1,1,0
4,57,81,7381.03,129.49,9,0,22,1,1
28,83,127,5558.9,66.97,2,1,7,0,1
8,66,14,3198.59,48.46,6,1,27,3,0
2,22,34,1689.81,76.81,0,1,6,3,1
41,20,48,8969.25,448.46,1,1,8,3,0
46,33,61,5995.01,181.67,9,0,12,0,0
22,72,35,8266.84,114.82,0,1,6,1,0
41,25,119,5498.92,219.96,8,0,27,2,1
56,46,65,2277.77,49.52,1,0,6,2,0
55,73,59,3441.73,47.15,1,1,0,0,0
16,98,36,3877.23,39.56,5,0,1,2,1
29,57,147,9732.05,170.74,6,0,29,1,1
49,87,42,155.77,1.79,1,0,20,2,0
48,5,69,9858.09,1971.62,3,0,28,3,0
30,55,147,9806.57,178.3,2,1,28,1,0
12,61,107,9961.89,163.31,4,1,26,0,1
35,89,39,4818.22,54.14,8,0,29,0,0
11,8,69,9641.71,1205.21,1,0,16,3,0
46,16,12,4016.43,251.03,4,0,27,2,0
50,48,83,360.31,7.51,7,0,9,0,1
21,61,175,2321.04,38.05,5,1,14,0,1
21,15,36,9458.43,630.56,3,0,15,1,0
5,65,126,236.27,3.63,9,1,22,1,1
48,22,63,5505.34,250.24,7,0,20,1,0
20,3,76,848.46,282.82,2,0,12,1,1
37,54,82,2935.33,54.36,3,0,20,0,0
3,14,51,972.12,69.44,8,1,7,1,1
44,36,43,8609.33,239.15,4,1,8,3,0
33,82,34,5951.6,72.58,5,1,25,3,0
53,82,97,9030.85,110.13,1,0,0,1,0
9,67,49,6914.7,103.2,8,1,25,1,1
9,10,146,9713.19,971.32,7,0,3,2,1
4,49,125,5147.79,105.06,6,0,26,1,1
35,65,57,6423.23,98.82,8,1,17,0,0
17,91,93,5805.46,63.8,4,0,29,3,0
34,57,109,4894.18,85.86,4,1,24,3,0
24,27,5,8475.0,313.89,8,0,24,0,0
32,75,24,6480.8,86.41,4,0,0,1,0
1,5,59,8032.99,1606.6,8,0,2,2,1
8,71,38,7885.0,111.06,0,0,9,3,0
45,83,161,1991.35,23.99,9,0,23,2,1
23,57,10,6536.62,114.68,9,1,1,3,1
47,93,165,2076.52,22.33,7,0,17,2,1
40,15,126,5874.87,391.66,2,0,1,3,1
12,99,11,6806.6,68.75,7,1,12,2,0
54,76,24,9972.63,131.22,4,1,20,1,0
12,30,88,402.37,13.41,1,0,29,1,1
46,20,114,1003.3,50.16,8,1,8,0,1
47,37,21,862.56,23.31,3,0,22,0,0
15,3,148,4043.78,1347.93,6,1,28,2,1
41,73,10,8233.72,112.79,7,1,22,2,0
19,41,175,8456.16,206.25,6,0,1,3,1
26,39,175,7396.1,189.64,5,1,1,0,1
52,26,143,8979.09,345.35,6,0,4,0,0
29,2,172,3296.31,1648.16,3,0,27,3,1
22,23,134,972.73,42.29,9,0,13,2,1
40,23,66,675.71,29.38,0,1,22,0,0
21,85,122,8536.11,100.42,4,0,22,2,0
51,16,132,7331.32,458.21,7,1,24,1,1
38,9,23,7016.29,779.59,9,0,2,2,1
20,13,13,3462.8,266.37,5,1,13,1,1
57,28,159,3861.06,137.9,4,1,0,1,1
29,27,16,9585.32,355.01,1,1,8,3,0
51,51,41,731.67,14.35,9,1,15,3,0
4,64,1,7759.94,121.25,4,0,16,1,0
55,52,111,3165.37,60.87,9,0,7,3,1
7,81,12,486.64,6.01,2,0,29,0,0
28,38,119,7451.44,196.09,1,0,14,0,0
28,65,178,3376.03,51.94,2,1,29,2,1
4,18,20,7249.26,402.74,3,0,20,1,0
22,63,36,7105.78,112.79,1,1,7,2,0
12,51,79,5394.39,105.77,3,1,6,1,1
45,9,166,7795.99,866.22,3,0,8,1,1
3,13,150,5852.28,450.18,5,0,1,2,1
22,40,108,2937.7,73.44,4,0,24,2,1
44,55,178,7367.74,133.96,6,0,9,2,1
2,79,96,5932.48,75.09,6,0,4,2,1
24,43,59,226.0,5.26,2,1,15,0,0
34,44,20,9026.28,205.14,8,0,20,1,0
27,68,164,5501.87,80.91,6,0,0,3,1
55,33,126,8699.41,263.62,6,0,5,1,0
41,24,97,8839.09,368.3,1,1,9,0,0
1,36,143,4505.17,125.14,9,0,9,1,1
8,10,62,5125.83,512.58,2,1,25,0,1
23,20,131,4215.97,210.8,2,1,25,1,0
38,75,93,4549.42,60.66,5,1,18,0,0
6,12,91,8961.96,746.83,3,0,12,3,1
22,62,133,7902.63,127.46,3,1,25,3,0
25,18,123,1352.6,75.14,0,1,18,3,1
18,94,159,6142.05,65.34,5,1,2,3,1
17,63,86,9959.48,158.09,7,0,12,0,1
12,84,163,5995.95,71.38,7,1,3,1,1
6,25,118,7880.13,315.21,7,0,24,3,1
26,12,26,7713.71,642.81,4,1,28,3,0
27,21,118,3568.14,169.91,9,1,7,1,1
8,25,1,3781.31,151.25,5,0,11,1,1
19,11,7,7268.36,660.76,4,1,21,2,0
42,64,164,5049.84,78.9,3,1,23,1,1
1,73,76,5748.65,78.75,3,1,23,1,0
57,50,87,7157.77,143.16,3,0,16,1,0
29,62,153,7797.99,125.77,3,0,24,2,1
45,89,94,2788.01,31.33,5,0,0,1,0
49,99,61,1553.26,15.69,5,1,26,0,0
35,96,29,2988.77,31.13,4,1,1,3,0
40,49,95,5124.63,104.58,8,1,8,0,1
14,14,18,3487.2,249.09,7,0,22,2,1
35,1,41,5726.79,5726.79,9,0,25,2,0
48,81,147,629.31,7.77,5,0,0,2,1
45,25,132,5146.53,205.86,8,1,18,2,1
20,59,41,3743.05,63.44,4,0,29,2,0
56,72,123,5393.2,74.91,9,0,16,3,1
49,69,143,4283.08,62.07,3,1,4,1,1
13,5,143,2913.84,582.77,5,0,14,0,1
38,99,178,9050.67,91.42,3,1,19,0,0
49,19,22,1929.17,101.54,7,1,23,1,0
46,23,146,6845.52,297.63,6,0,24,2,1
49,9,80,9253.98,1028.22,4,0,11,1,0
8,94,130,5432.83,57.8,9,1,3,2,1
43,50,36,8776.44,175.53,5,0,14,3,0
20,16,20,1336.03,83.5,6,1,2,0,1
33,33,144,4988.51,151.17,1,0,13,0,1
26,2,67,4624.55,2312.28,8,0,3,3,1
39,14,120,180.38,12.88,6,1,18,3,1
21,1,158,4488.25,4488.25,7,1,5,2,1
53,90,55,3753.39,41.7,4,0,16,1,0
49,58,66,6731.01,116.05,2,0,17,2,0
42,89,26,9389.46,105.5,1,1,7,2,0
43,16,130,949.33,59.33,1,0,18,0,0
54,79,56,3342.02,42.3,2,0,19,2,0
41,90,34,4496.24,49.96,0,0,11,1,0
9,47,56,4606.34,98.01,0,1,16,2,0
24,44,55,7770.62,176.6,6,0,18,0,0
37,80,20,4489.62,56.12,9,0,0,1,0
49,14,50,368.9,26.35,7,0,10,1,0
41,93,153,7130.03,76.67,5,1,9,0,1
17,24,84,8859.81,369.16,6,1,15,0,1
24,55,153,5187.66,94.32,0,0,4,2,1
21,15,53,5852.97,390.2,0,1,16,0,0
51,83,142,1713.07,20.64,8,1,27,3,0
59,72,111,2284.39,31.73,4,0,8,0,0
39,34,171,2428.19,71.42,6,0,22,3,1
55,2,112,4364.35,2182.18,5,1,26,0,0
41,27,69,9288.64,344.02,3,0,7,3,0
39,74,2,5265.67,71.16,0,0,24,3,0
13,99,16,2001.77,20.22,3,0,9,0,0
11,87,94,2734.27,31.43,9,0,7,1,1
46,72,171,3901.75,54.19,9,1,2,1,1
19,92,166,6270.26,68.16,7,1,22,3,1
11,23,45,4456.33,193.75,0,0,22,1,0
13,68,126,3985.2,58.61,1,0,29,0,0
46,14,179,5690.81,406.49,7,1,22,3,1
45,63,170,2494.17,39.59,1,0,11,2,0
1,93,24,881.14,9.47,9,0,23,3,1
40,65,115,341.7,5.26,8,0,3,2,1
44,68,158,2587.47,38.05,2,1,26,2,0
19,63,165,1006.76,15.98,2,0,21,3,1
12,96,123,3429.77,35.73,5,0,17,2,1
8,97,139,7752.04,79.92,2,0,22,1,1
8,90,78,7191.31,79.9,8,0,8,2,1
53,81,151,6148.18,75.9,7,0,20,1,1
45,87,117,8539.75,98.16,3,1,3,3,0
12,64,80,2892.47,45.19,5,0,1,2,1
48,32,50,8862.03,276.94,7,1,6,2,0
33,79,85,4052.47,51.3,3,1,17,1,0
45,13,4,4068.84,312.99,4,0,1,1,0
26,66,61,4112.98,62.32,6,0,24,3,1
39,19,111,1071.13,56.38,7,0,1,3,1
28,24,78,9757.36,406.56,6,0,9,2,0
58,88,83,1471.22,16.72,7,0,2,0,0
5,11,133,3474.77,315.89,3,0,18,2,1
8,59,100,3261.07,55.27,0,0,1,2,0
25,86,146,839.33,9.76,5,0,25,3,1
27,15,172,1607.38,107.16,4,0,2,3,1
46,10,31,544.1,54.41,3,0,8,2,0
23,41,119,2994.8,73.04,1,1,10,1,1
30,27,94,8679.9,321.48,0,0,10,3,0
45,60,149,3460.48,57.67,8,0,26,2,1
47,73,175,1324.55,18.14,1,0,2,0,1
23,52,30,6492.37,124.85,8,1,4,2,1
49,28,55,9966.35,355.94,5,1,11,0,0
47,65,105,2400.01,36.92,5,1,14,0,1
20,17,41,2867.75,168.69,1,0,22,0,0
18,95,173,9721.29,102.33,5,1,16,2,1
18,44,74,1869.89,42.5,2,0,15,3,0
2,10,158,5161.02,516.1,6,0,29,1,1
4,63,77,2472.56,39.25,9,1,16,1,1
30,93,85,9330.28,100.33,3,0,14,2,0
33,82,173,9817.06,119.72,8,1,25,2,1
36,47,104,8165.51,173.73,4,1,12,0,1
18,38,173,3216.36,84.64,9,1,1,3,1
37,70,79,4094.53,58.49,2,0,16,2,0
19,76,84,2498.83,32.88,0,0,0,1,0
47,53,173,8918.5,168.27,0,0,29,2,0
28,78,133,9154.13,117.36,3,0,29,3,0
40,44,124,4246.82,96.52,9,1,9,3,1
20,74,32,6599.68,89.18,9,0,3,2,1
49,54,6,1738.98,32.2,3,1,9,2,0
33,20,94,4405.87,220.29,8,0,11,3,1
12,79,26,6351.84,80.4,7,1,27,3,0
58,31,37,3915.49,126.31,3,1,2,0,0
51,7,13,3640.24,520.03,5,0,0,2,0
15,58,93,109.89,1.89,6,1,18,2,1
41,10,25,8062.51,806.25,9,0,0,2,1
39,10,141,8904.44,890.44,7,0,18,1,1
2,39,20,9697.69,248.66,3,1,3,0,0
29,28,72,7220.79,257.89,0,0,26,3,0
41,30,149,5533.04,184.43,4,1,12,0,1
10,37,115,2765.92,74.75,0,0,26,1,1
2,67,127,9993.06,149.15,3,1,13,0,1
51,43,26,5938.55,138.11,6,1,13,1,0
11,79,54,6843.43,86.63,6,0,23,0,1
13,85,170,6855.82,80.66,0,0,2,0,1
10,52,139,8467.99,162.85,8,1,18,0,1
14,56,165,195.76,3.5,1,0,28,2,1
18,76,125,2280.44,30.01,4,1,24,3,1
51,68,11,6688.79,98.36,5,0,10,0,0
54,9,27,8961.94,995.77,0,1,8,2,0
9,92,94,6884.85,74.84,1,0,5,2,1
57,23,83,4193.56,182.33,6,1,25,2,0
39,63,34,3679.4,58.4,5,0,3,1,0
28,61,38,7405.69,121.4,5,0,25,0,0
3,40,87,7438.25,185.96,5,1,4,3,1
20,44,65,6109.87,138.86,6,1,28,0,1
6,86,131,2985.52,34.72,9,1,8,0,1
27,24,156,9259.03,385.79,8,1,0,3,1
53,51,142,5563.61,109.09,8,1,22,2,1
2,58,52,7925.87,136.65,1,1,14,0,0
29,90,30,2221.65,24.68,1,0,10,2,0
38,94,113,3506.0,37.3,4,0,22,2,0
3,33,143,8758.34,265.4,9,1,25,2,1
16,16,166,596.06,37.25,6,0,0,3,1
30,22,142,5171.92,235.09,2,1,29,2,0
40,57,8,4868.88,85.42,2,0,16,0,0
2,62,72,7537.18,121.57,3,1,14,2,1
17,82,147,2890.75,35.25,2,1,13,1,1
41,71,32,2268.76,31.95,2,0,8,1,0
12,90,95,9268.72,102.99,7,1,22,1,1
35,72,157,5759.93,80.0,6,0,3,2,1
43,70,41,1136.43,16.23,6,0,8,0,0
1,30,75,2011.06,67.04,9,0,27,0,1
55,23,45,9988.38,434.28,1,0,4,2,0
45,32,13,2036.53,63.64,8,0,2,2,1
15,86,155,6143.71,71.44,5,0,17,3,1
26,57,19,4259.27,74.72,2,0,8,2,0
37,9,154,8867.43,985.27,8,0,3,1,1
21,31,53,7576.17,244.39,8,0,6,3,1
49,71,179,6009.82,84.65,5,0,0,3,1
31,9,165,206.32,22.92,9,1,15,2,1
25,13,137,8809.97,677.69,5,0,24,2,1
23,58,3,4502.21,77.62,7,0,27,3,0
24,3,96,9322.62,3107.54,7,1,24,3,1
57,35,136,5005.84,143.02,5,1,25,3,0
38,97,14,6972.82,71.88,6,1,5,3,0
28,21,120,786.0,37.43,3,1,5,3,1
21,64,131,7477.0,116.83,0,0,13,0,1
54,95,152,3446.16,36.28,3,0,21,3,0
43,52,13,3578.45,68.82,7,0,4,3,0
18,34,171,1274.69,37.49,7,1,10,0,1
36,96,157,1553.89,16.19,1,1,0,1,1
35,35,72,1939.01,55.4,6,0,19,1,0
45,15,179,3349.24,223.28,0,1,9,1,1
55,96,170,8930.5,93.03,1,0,0,1,0
9,6,159,3745.78,624.3,7,1,20,2,1
53,85,154,7271.19,85.54,9,1,28,2,1
38,97,146,919.2,9.48,3,0,3,3,0
58,32,82,5951.88,186.0,2,0,7,3,0
30,52,57,4870.72,93.67,1,0,0,1,0
44,83,7,9781.78,117.85,5,1,7,1,0
34,97,112,8477.46,87.4,3,1,13,0,0
32,28,48,4602.81,164.39,2,0,23,0,0
3,95,80,7773.91,81.83,2,0,16,0,1
3,85,119,2011.08,23.66,9,0,8,1,1
28,98,120,5667.13,57.83,2,1,28,0,0
44,64,60,838.73,13.11,7,1,24,3,0
15,79,33,3546.08,44.89,8,0,5,1,1
41,78,115,2336.04,29.95,8,0,0,2,1
23,19,128,7217.21,379.85,4,0,22,1,1
40,15,3,4951.9,330.13,0,1,22,2,0
11,6,4,7535.6,1255.93,9,1,8,2,1
48,73,100,5201.42,71.25,4,0,0,1,1
32,84,4,956.2,11.38,0,1,13,0,0
58,98,42,7380.14,75.31,8,0,23,3,0
59,38,9,8348.97,219.71,9,0,29,1,0
57,26,51,9044.96,347.88,7,0,27,0,0
54,82,145,5762.72,70.28,6,1,28,2,0
36,92,145,7560.5,82.18,1,0,10,2,0
33,51,97,7545.24,147.95,1,0,7,2,0
24,73,20,1641.92,22.49,3,1,22,2,0
39,96,142,1725.78,17.98,8,0,11,1,1
34,53,22,801.77,15.13,8,0,5,3,1
56,56,27,3267.14,58.34,7,0,16,2,0
28,59,43,4787.74,81.15,4,0,10,0,1
37,70,131,9979.19,142.56,6,1,9,0,1
7,78,94,4366.83,55.98,8,1,26,3,1
4,92,8,7289.8,79.24,2,0,7,3,0
37,58,86,6964.63,120.08,3,1,11,3,0
56,88,89,2124.37,24.14,1,1,20,2,0
1,13,138,679.22,52.25,8,1,3,1,1
1,43,113,5505.47,128.03,6,1,20,2,1
47,76,157,7033.03,92.54,5,1,20,2,0
20,51,168,9982.69,195.74,4,1,29,0,1
19,19,21,3650.25,192.12,6,1,12,1,0
29,21,152,8974.01,427.33,2,1,25,1,1
10,91,154,3881.13,42.65,4,0,2,0,1
18,83,9,6925.18,83.44,1,0,19,0,0
28,24,148,6022.7,250.95,4,0,3,0,1
35,26,36,624.49,24.02,6,0,7,3,1
43,45,36,876.05,19.47,9,0,4,1,1
47,28,73,305.56,10.91,6,0,21,0,0
31,82,150,3771.26,45.99,8,0,25,0,1
27,29,1,7483.43,258.05,2,0,1,0,0
11,17,69,1810.28,106.49,7,1,24,2,1
49,68,37,6097.94,89.68,4,0,7,1,0
49,44,72,2959.4,67.26,6,0,23,1,0
38,61,107,7990.23,130.99,0,1,25,3,0
5,93,96,8004.12,86.07,0,1,4,2,0
8,68,141,7776.6,114.36,3,0,15,1,0
34,74,84,5295.85,71.57,4,0,20,3,0
48,25,43,2917.21,116.69,9,0,14,3,0
52,95,37,8113.5,85.41,2,1,18,0,0
56,67,25,1942.4,28.99,5,0,12,3,0
12,2,149,2968.62,1484.31,2,1,10,3,1
38,89,169,1921.08,21.59,4,0,15,2,1
1,49,73,6774.68,138.26,0,1,17,0,0
31,70,170,6893.74,98.48,2,1,24,0,1
4,26,42,6559.85,252.3,6,1,14,0,1
49,72,2,4214.45,58.53,2,0,5,3,0
45,99,136,1091.69,11.03,4,0,7,0,1
50,27,96,9120.58,337.8,6,1,3,1,0
5,89,61,5126.54,57.6,1,1,20,2,0
30,18,14,4129.02,229.39,2,1,25,2,0
56,54,113,5929.37,109.8,3,0,15,3,0
24,1,77,2008.63,2008.63,4,1,20,0,0
59,61,21,1412.23,23.15,8,0,10,2,0
3,3,152,4114.7,1371.57,8,0,25,3,1
11,68,178,2349.48,34.55,3,1,19,3,1
45,41,173,2518.47,61.43,8,1,26,2,1
4,37,64,8935.86,241.51,3,0,1,0,1
26,51,154,5354.52,104.99,1,0,29,0,0
27,15,160,4886.34,325.76,9,0,21,1,1
46,8,57,6925.85,865.73,0,1,3,1,0
54,38,119,9520.33,250.54,6,0,13,0,1
43,83,161,1210.77,14.59,3,0,10,1,1
27,56,52,8351.99,149.14,7,1,3,1,0
42,47,95,5881.79,125.14,7,0,25,2,0
51,90,146,1547.04,17.19,7,1,2,0,1
50,10,163,3041.78,304.18,5,1,23,2,1
6,78,140,4875.38,62.5,8,1,21,2,1
59,49,179,6942.65,141.69,3,1,24,3,0
15,41,89,2501.81,61.02,4,1,4,0,1
53,83,10,5395.3,65.0,3,1,5,2,0
30,30,52,6878.25,229.28,4,1,8,1,0
42,5,34,4542.53,908.51,1,1,3,3,0
37,95,115,8643.96,90.99,4,1,25,1,0
58,71,167,8707.65,122.64,9,0,6,3,1
37,83,136,4759.84,57.35,7,1,12,1,1
42,31,125,9731.96,313.93,8,0,9,1,1
37,52,157,848.29,16.31,6,0,11,1,1
35,88,150,133.29,1.51,6,1,9,2,1
23,98,43,3868.62,39.48,5,1,10,0,0
6,23,177,6050.86,263.08,1,1,10,3,1
4,48,29,6329.08,131.86,9,0,21,2,1
18,40,106,4816.81,120.42,9,1,5,3,1
9,6,120,1336.34,222.72,8,0,5,2,1
49,38,81,1787.93,47.05,4,0,29,3,0
29,41,31,8536.27,208.2,5,0,19,3,0
13,27,162,8692.32,321.94,0,1,25,1,1
59,75,128,6771.6,90.29,4,1,5,3,0
47,69,38,6675.76,96.75,5,0,11,3,0
52,57,101,6017.05,105.56,9,0,22,1,0
17,17,132,2108.97,124.06,1,0,28,2,0
45,71,130,4339.68,61.12,6,0,13,2,1
32,91,12,6989.36,76.81,3,1,17,0,0
48,47,35,5418.8,115.29,4,1,26,0,0
22,79,110,283.95,3.59,2,0,24,0,1
4,13,72,9540.21,733.86,4,0,22,0,0
5,11,149,8463.68,769.43,3,0,18,3,1
37,90,110,2679.4,29.77,9,1,9,3,1
41,86,61,6202.94,72.13,5,1,9,0,0
49,92,163,9240.07,100.44,1,0,6,1,0
13,24,48,1050.51,43.77,2,1,25,0,0
34,93,143,5079.99,54.62,9,1,9,2,1
45,73,71,4616.81,63.24,0,0,13,3,0
22,4,143,4161.03,1040.26,6,1,4,1,1
53,46,134,8372.33,182.01,8,1,24,2,0
59,18,68,3868.4,214.91,1,1,21,1,0
23,43,22,730.27,16.98,6,1,10,1,1
51,80,32,751.79,9.4,2,1,28,0,0
3,33,123,523.17,15.85,4,1,6,2,1
42,93,22,4150.54,44.63,5,0,19,0,0
34,10,155,7212.22,721.22,7,0,17,2,1
32,73,110,2116.85,29.0,3,0,10,3,1
45,59,15,6500.04,110.17,1,1,19,2,0
51,31,124,6902.18,222.65,2,1,24,3,0
58,28,44,2626.5,93.8,7,1,2,3,0
49,60,115,6045.52,100.76,6,0,6,0,1
21,3,9,6880.2,2293.4,5,0,28,3,0
46,55,34,4719.47,85.81,4,1,29,0,0
44,14,73,3433.49,245.25,4,1,3,1,0
21,58,143,6229.6,107.41,0,1,18,1,0
44,89,45,9780.69,109.9,5,1,29,1,0
11,15,72,4325.73,288.38,8,1,29,2,1
39,2,58,3978.18,1989.09,7,0,29,3,1
4,24,115,4696.24,195.68,9,0,20,0,1
51,78,19,854.56,10.96,0,1,17,1,0
1,64,16,5576.32,87.13,5,0,10,0,1
28,71,75,3354.1,47.24,2,1,13,1,0
24,24,106,1302.08,54.25,5,0,9,3,1
35,27,136,4715.94,174.66,8,1,13,1,1
13,37,161,133.5,3.61,5,1,3,0,1
47,94,74,4077.67,43.38,7,1,22,1,0
34,91,18,1146.78,12.6,5,1,11,0,0
11,39,163,340.5,8.73,5,0,11,1,1
36,63,43,8262.3,131.15,6,1,1,0,0
51,79,50,9170.86,116.09,9,1,25,1,0
17,26,3,2155.98,82.92,3,1,5,3,0
35,65,59,5439.05,83.68,7,1,4,1,1
18,4,28,2851.79,712.95,3,0,18,2,0
